episode,hero_reward,villain_reward,steps,winner,hero_avg_prob,villain_avg_prob
1,-4.999999999999998,-4.999999999999998,50,None,0.31271047458052637,0.3371945185959339
2,-6.3,3.7,13,Villain,0.3383633167697833,0.35195033939985126
3,2.3999999999999995,-7.6000000000000005,26,Hero,0.6137864093940991,0.40881790020144904
4,4.2,-5.8,8,Hero,0.31184688210487366,0.44501664862036705
5,-4.999999999999998,-4.999999999999998,50,None,0.8630299992859364,0.6006937834620476
6,-9.799999999999999,0.20000000000000107,48,Villain,0.5744139045709744,0.312649338816603
7,-4.999999999999998,-4.999999999999998,50,None,0.5127637702599168,0.4560445065796375
8,4.9,-5.1,1,Hero,0.3095451593399048,0.17633165419101715
9,3.4000000000000004,-6.6,16,Hero,0.3336978182196617,0.35546494647860527
10,-7.300000000000001,2.6999999999999997,23,Villain,0.3180510845521222,0.3034156907511794
11,1.6999999999999988,-8.3,33,Hero,0.6108766798155777,0.38641145847963565
12,-4.999999999999998,-4.999999999999998,50,None,0.5420849366486072,0.40746625542640685
13,3.3,-6.7,17,Hero,0.396637185531504,0.29059397385400887
14,2.5999999999999996,-7.4,24,Hero,0.4818665253308912,0.4815876989935835
15,-4.999999999999998,-4.999999999999998,50,None,0.4243337561190128,0.3179222784936428
16,4.5,-5.5,5,Hero,0.4483164131641388,0.4056928396224976
17,1.799999999999999,-8.200000000000001,32,Hero,0.5587511819321662,0.4370874277083203
18,0.10000000000000142,-9.899999999999999,49,Hero,0.5451191152845111,0.35250852226602786
19,2.9,-7.1,21,Hero,0.4844433771712439,0.4227247745508239
20,-5.8999999999999995,4.1000000000000005,9,Villain,0.4786323457956314,0.36536703258752823
21,-4.999999999999998,-4.999999999999998,50,None,0.5262006659805775,0.5691474725306034
22,1.5999999999999988,-8.400000000000002,34,Hero,0.3893877091434072,0.28991636064122706
23,2.2999999999999994,-7.700000000000001,27,Hero,0.349574598863169,0.30637535397653226
24,-9.5,0.5,45,Villain,0.5700982870327101,0.3149649932980537
25,3.0,-7.0,20,Hero,0.3787078458815813,0.46131008900702
26,0.10000000000000142,-9.899999999999999,49,Hero,0.4326745187673642,0.27986845967112756
27,1.9999999999999991,-8.0,30,Hero,0.5142504374186198,0.496413054689765
28,1.799999999999999,-8.200000000000001,32,Hero,0.42169106705114245,0.3213432850316167
29,1.1999999999999984,-8.8,38,Hero,0.3201605791324063,0.3868154891227421
30,2.6999999999999997,-7.300000000000001,23,Hero,0.6136626427912194,0.4229554891910242
31,4.5,-5.5,5,Hero,0.42660311460494993,0.5398207783699036
32,1.799999999999999,-8.200000000000001,32,Hero,0.6528719165362418,0.49861300084739923
33,1.2999999999999985,-8.700000000000001,37,Hero,0.6696394764491029,0.6776120819755502
34,0.8999999999999986,-9.100000000000001,41,Hero,0.44330284962566885,0.4314381428426359
35,0.7999999999999989,-9.200000000000001,42,Hero,0.45386820197814987,0.40813186081747216
36,2.5999999999999996,-7.4,24,Hero,0.340547289699316,0.28106993809342384
37,4.0,-6.0,10,Hero,0.3706695020198822,0.3806733340024948
38,2.9,-7.1,21,Hero,0.4607877823568526,0.39083501554670785
39,2.9,-7.1,21,Hero,0.6611489692614192,0.502124642332395
40,-7.2,2.8,22,Villain,0.4051756411790848,0.3512905758212913
41,3.0999999999999996,-6.9,19,Hero,0.3916987121889466,0.3160818089780055
42,3.4000000000000004,-6.6,16,Hero,0.5016608135774732,0.3812457616440952
43,0.3000000000000007,-9.7,47,Hero,0.6318097538611991,0.37623748452739514
44,-6.7,3.3,17,Villain,0.7182198657709009,0.335212509640876
45,3.6000000000000005,-6.3999999999999995,14,Hero,0.4769873831953321,0.3397454246878624
46,4.1000000000000005,-5.8999999999999995,9,Hero,0.378581283821,0.30753349016110104
47,4.0,-6.0,10,Hero,0.5174968868494034,0.49261077493429184
48,-5.8999999999999995,4.1000000000000005,9,Villain,0.43411261298590237,0.40255307364794946
49,3.8000000000000007,-6.199999999999999,12,Hero,0.3638845980167389,0.25864341172079247
50,-6.1,3.9000000000000004,11,Villain,0.8117645382881165,0.3924818899143826
51,0.5,-9.5,45,Hero,0.6357753077314959,0.5322596456441614
52,-4.999999999999998,-4.999999999999998,50,None,0.7718475638329982,0.8313916263729334
53,2.2999999999999994,-7.700000000000001,27,Hero,0.41589068842154964,0.3535523850608755
54,3.0,-7.0,20,Hero,0.38004403933882713,0.3363482613116503
55,-4.999999999999998,-4.999999999999998,50,None,0.4331628954038024,0.46495996877551077
56,-5.1,4.9,1,Villain,0.8168893456459045,0.6431217193603516
57,2.5999999999999996,-7.4,24,Hero,0.4868834304312865,0.5334136831418922
58,-4.999999999999998,-4.999999999999998,50,None,0.6177303736284375,0.41582697093486787
59,4.5,-5.5,5,Hero,0.45144984126091003,0.36364599913358686
60,3.0999999999999996,-6.9,19,Hero,0.46872823450126144,0.4331496032445054
61,1.7763568394002505e-15,-9.999999999999998,50,Hero,0.5716501241177321,0.4572753179073334
62,0.3000000000000007,-9.7,47,Hero,0.4280966940791683,0.4895916862532179
63,2.1999999999999993,-7.800000000000001,28,Hero,0.624492672937257,0.6194120096042752
64,3.0999999999999996,-6.9,19,Hero,0.4225763917753571,0.5741232814953515
65,0.10000000000000142,-9.899999999999999,49,Hero,0.5870827056315481,0.45691647791132634
66,4.1000000000000005,-5.8999999999999995,9,Hero,0.4414417114522722,0.4753333710961872
67,2.6999999999999997,-7.300000000000001,23,Hero,0.3674229989233224,0.5332930965915971
68,2.1999999999999993,-7.800000000000001,28,Hero,0.4476388286400054,0.5551591993176511
69,-5.1,4.9,1,Villain,0.17068758606910706,0.4374910891056061
70,-4.999999999999998,-4.999999999999998,50,None,0.6286068178713322,0.46980830542743207
71,1.9999999999999991,-8.0,30,Hero,0.41004052478820086,0.3927732326090336
72,1.9999999999999991,-8.0,30,Hero,0.6559853300452232,0.6837895563182731
73,1.9999999999999991,-8.0,30,Hero,0.6332158386707306,0.48793044897417226
74,4.7,-5.3,3,Hero,0.4690670172373454,0.5916604697704315
75,4.300000000000001,-5.699999999999999,7,Hero,0.40690051498157637,0.5344408825039864
76,3.8000000000000007,-6.199999999999999,12,Hero,0.4184628886481126,0.5002339482307434
77,3.6000000000000005,-6.3999999999999995,14,Hero,0.521052577665874,0.41668445989489555
78,3.5,-6.5,15,Hero,0.48657039801279706,0.5007088627666235
79,-7.0,3.0,20,Villain,0.5140668826177717,0.39763307459652425
80,3.0999999999999996,-6.9,19,Hero,0.5206783233504546,0.4780934595159794
81,3.9000000000000004,-6.1,11,Hero,0.4917895942926407,0.36011947081847623
82,3.7,-6.3,13,Hero,0.44331392215994686,0.4819782827622615
83,4.0,-6.0,10,Hero,0.531062726676464,0.5665424525737762
84,-4.999999999999998,-4.999999999999998,50,None,0.5789587774313987,0.3830516131967306
85,3.7,-6.3,13,Hero,0.47660972822744113,0.5154317760696778
86,-6.3999999999999995,3.6000000000000005,14,Villain,0.6535161616546767,0.40837908536195755
87,4.9,-5.1,1,Hero,0.6454629302024841,0.6660984754562378
88,4.2,-5.8,8,Hero,0.3911395017057657,0.3960345503874123
89,-6.6,3.4000000000000004,16,Villain,0.5240156392101198,0.4584811725653708
90,3.5,-6.5,15,Hero,0.5286211182673772,0.4696156104405721
91,-6.5,3.5,15,Villain,0.4062400003274282,0.3630534407993158
92,3.4000000000000004,-6.6,16,Hero,0.538754309527576,0.5529344184324145
93,3.8000000000000007,-6.199999999999999,12,Hero,0.4026366379112005,0.4491981011815369
94,2.8,-7.2,22,Hero,0.4260921872178601,0.569894405928525
95,-5.3999999999999995,4.6000000000000005,4,Villain,0.2558588683605194,0.3119097873568535
96,1.9999999999999991,-8.0,30,Hero,0.5285548226907849,0.6231919550026457
97,0.9999999999999982,-9.000000000000002,40,Hero,0.5275457540061325,0.37813901556655766
98,-6.6,3.4000000000000004,16,Villain,0.4148685750551522,0.3855588072910905
99,1.899999999999999,-8.100000000000001,31,Hero,0.46810071098227657,0.5963557780750336
100,-6.3,3.7,13,Villain,0.6748818808163588,0.4256059695035219
101,-6.0,4.0,10,Villain,0.3587703324854374,0.36184892505407334
102,2.9,-7.1,21,Hero,0.5456535149188269,0.5976182304854903
103,3.7,-6.3,13,Hero,0.4123236930105262,0.5283229222091345
104,-4.999999999999998,-4.999999999999998,50,None,0.616319494061172,0.41028660759329794
105,3.0999999999999996,-6.9,19,Hero,0.4707778339323245,0.4648627889783759
106,3.0,-7.0,20,Hero,0.5375506423413754,0.6128933657426388
107,3.5,-6.5,15,Hero,0.4574603299299876,0.513849367449681
108,3.7,-6.3,13,Hero,0.4824228882789612,0.5444723321841314
109,4.0,-6.0,10,Hero,0.5911017298698426,0.476809361577034
110,1.9999999999999991,-8.0,30,Hero,0.5689189533392588,0.6498087976127863
111,3.0,-7.0,20,Hero,0.5835047200322151,0.5471368476748466
112,3.3,-6.7,17,Hero,0.5483531285734737,0.744403852697681
113,-4.999999999999998,-4.999999999999998,50,None,0.6420650397986174,0.4284124355763197
114,2.8,-7.2,22,Hero,0.5625089881095019,0.5898639490319924
115,2.5999999999999996,-7.4,24,Hero,0.5407848156367739,0.41995005526890355
116,3.0999999999999996,-6.9,19,Hero,0.4869467302372581,0.5279327716286245
117,2.9,-7.1,21,Hero,0.6591248498076484,0.5080214653696332
118,-6.0,4.0,10,Villain,0.6353838190436363,0.46492616906762124
119,4.6000000000000005,-5.3999999999999995,4,Hero,0.5128136202692986,0.5860601142048836
120,4.7,-5.3,3,Hero,0.30532822012901306,0.24171911304195723
121,2.4999999999999996,-7.5,25,Hero,0.5790923815965653,0.5598665192723274
122,2.3999999999999995,-7.6000000000000005,26,Hero,0.5071026370502435,0.5793484267420493
123,-5.699999999999999,4.300000000000001,7,Villain,0.7040359803608486,0.44509150300707134
124,3.4000000000000004,-6.6,16,Hero,0.37041176576167345,0.3709956263191998
125,3.0999999999999996,-6.9,19,Hero,0.5753323749492043,0.4378328920881215
126,0.8999999999999986,-9.100000000000001,41,Hero,0.5761919162327015,0.585902616109063
127,3.8000000000000007,-6.199999999999999,12,Hero,0.4165263660252094,0.4299757430950801
128,2.099999999999999,-7.9,29,Hero,0.5383414056087876,0.49795698178610925
129,3.2,-6.8,18,Hero,0.4186176529361142,0.46170006775193745
130,4.9,-5.1,1,Hero,0.5248737335205078,0.7165152430534363
131,4.6000000000000005,-5.3999999999999995,4,Hero,0.45196817070245743,0.41686233412474394
132,-4.999999999999998,-4.999999999999998,50,None,0.8024828954041004,0.7603016049042344
133,3.0,-7.0,20,Hero,0.4493215024471283,0.4888282086700201
134,2.6999999999999997,-7.300000000000001,23,Hero,0.5073128634172938,0.47010873395787633
135,4.4,-5.6,6,Hero,0.6159901569286982,0.5101791756848494
136,4.800000000000001,-5.199999999999999,2,Hero,0.43199262022972107,0.4574916958808899
137,2.5999999999999996,-7.4,24,Hero,0.5533254690041455,0.5232184045016766
138,3.2,-6.8,18,Hero,0.41037926346891457,0.45046576485037804
139,-4.999999999999998,-4.999999999999998,50,None,0.6909851595945656,0.584139161631465
140,-5.1,4.9,1,Villain,0.18135258555412292,0.8297021389007568
141,-4.999999999999998,-4.999999999999998,50,None,0.6025564091838896,0.5802325496077537
142,0.7999999999999989,-9.200000000000001,42,Hero,0.6632608038683733,0.6406664625697193
143,4.4,-5.6,6,Hero,0.4316828253989418,0.5022920711586872
144,3.0999999999999996,-6.9,19,Hero,0.6348976351712879,0.5851254031846398
145,3.7,-6.3,13,Hero,0.5728398916813043,0.5842020775263126
146,4.1000000000000005,-5.8999999999999995,9,Hero,0.4692518280612098,0.4783782760302226
147,4.9,-5.1,1,Hero,0.7875275015830994,0.8829132914543152
148,2.3999999999999995,-7.6000000000000005,26,Hero,0.6210208612744912,0.8059417634056165
149,3.3,-6.7,17,Hero,0.4495350411709617,0.4934823513031006
