episode,hero_reward,villain_reward,steps,winner,hero_avg_prob,villain_avg_prob
1,-4.999999999999998,-4.999999999999998,50,None,0.38911063723266126,0.4531940610706806
2,-4.999999999999998,-4.999999999999998,50,None,0.4141145145893097,0.46950889825820924
3,-4.999999999999998,-4.999999999999998,50,None,0.268192400932312,0.33233754605054855
4,-4.999999999999998,-4.999999999999998,50,None,0.6989420061558484,0.35372176840901376
5,-4.999999999999998,-4.999999999999998,50,None,0.5622536841779947,0.30321981191635133
6,-9.999999999999998,1.7763568394002505e-15,50,Villain,0.5405424305796623,0.37220897391438484
7,-4.999999999999998,-4.999999999999998,50,None,0.4191611838340759,0.28845464676618576
8,-5.8999999999999995,4.1000000000000005,9,Villain,0.26046939690907794,0.3743884836634
9,-4.999999999999998,-4.999999999999998,50,None,0.30156372502446177,0.41125994220376016
10,-4.999999999999998,-4.999999999999998,50,None,0.31922753155231476,0.3163427393138409
11,-4.999999999999998,-4.999999999999998,50,None,0.3430939756333828,0.30080929934978484
12,-5.8999999999999995,4.1000000000000005,9,Villain,0.4267569879690806,0.2735423694054286
13,-4.999999999999998,-4.999999999999998,50,None,0.4624169497191906,0.2915373159945011
14,-4.999999999999998,-4.999999999999998,50,None,0.3979775861650705,0.30175402760505676
15,-8.3,1.6999999999999988,33,Villain,0.3625321017973351,0.28473832367947605
16,-5.8999999999999995,4.1000000000000005,9,Villain,0.8447718090481229,0.32460275871886146
17,-6.9,3.0999999999999996,19,Villain,0.5576595040528398,0.3322781975332059
18,-5.8,4.2,8,Villain,0.8944484516978264,0.45502628572285175
19,-4.999999999999998,-4.999999999999998,50,None,0.29773927614092827,0.2869595043361187
20,-6.6,3.4000000000000004,16,Villain,0.41618718951940536,0.4435052750632167
21,-5.6,4.4,6,Villain,0.5494991888602575,0.521190861860911
22,-7.9,2.099999999999999,29,Villain,0.41141254968684293,0.49358102679252625
23,-8.600000000000001,1.3999999999999986,36,Villain,0.3125062978102101,0.40004450600180363
24,-6.6,3.4000000000000004,16,Villain,0.34987942001316696,0.4569585341960192
25,-5.1,4.9,1,Villain,0.3238247036933899,0.581352174282074
26,-4.999999999999998,-4.999999999999998,50,None,0.44054255649447444,0.5714116694033146
27,-4.999999999999998,-4.999999999999998,50,None,0.45365590177476406,0.6912279307097197
28,-4.999999999999998,-4.999999999999998,50,None,0.5056774298846721,0.6914638903923332
29,-4.999999999999998,-4.999999999999998,50,None,0.44339550487697127,0.4311501798406243
30,-4.999999999999998,-4.999999999999998,50,None,0.5199366298317909,0.6917562997341156
31,-4.999999999999998,-4.999999999999998,50,None,0.5309592845663428,0.8086112413555384
32,-4.999999999999998,-4.999999999999998,50,None,0.5204991924855858,0.7231706565618515
33,-4.999999999999998,-4.999999999999998,50,None,0.7137495762109757,0.6052120040357113
34,-4.999999999999998,-4.999999999999998,50,None,0.7366550788655877,0.6069658067822457
35,-4.999999999999998,-4.999999999999998,50,None,0.6290092547982931,0.5502849722653628
36,-4.999999999999998,-4.999999999999998,50,None,0.6187695166468621,0.6990387337654829
37,-4.999999999999998,-4.999999999999998,50,None,0.6571989411301911,0.7910195134580136
38,-4.999999999999998,-4.999999999999998,50,None,0.7699993900209665,0.5629343222081661
39,-4.999999999999998,-4.999999999999998,50,None,0.702595544345677,0.5922330625355243
40,-4.999999999999998,-4.999999999999998,50,None,0.7918721846397966,0.7589215898513794
41,-4.999999999999998,-4.999999999999998,50,None,0.7847241565398871,0.6224347694218159
42,-4.999999999999998,-4.999999999999998,50,None,0.794269867092371,0.8816232588887215
43,-4.999999999999998,-4.999999999999998,50,None,0.8003332959255204,0.7465372861549259
44,-4.999999999999998,-4.999999999999998,50,None,0.6620106848701834,0.8941774521023035
45,-4.999999999999998,-4.999999999999998,50,None,0.9057253304868936,0.58007822483778
46,-4.999999999999998,-4.999999999999998,50,None,0.8351812562346459,0.7435601954907178
47,-4.999999999999998,-4.999999999999998,50,None,0.6360256079398096,0.8870302563160658
48,-4.999999999999998,-4.999999999999998,50,None,0.7409540166519583,0.8167261915281415
49,-4.999999999999998,-4.999999999999998,50,None,0.6889606801606715,0.6959020461142064
50,-4.999999999999998,-4.999999999999998,50,None,0.7870275023207068,0.7551412056386471
51,-4.999999999999998,-4.999999999999998,50,None,0.9250269168615342,0.6232924667745828
52,-4.999999999999998,-4.999999999999998,50,None,0.9393827751278877,0.7052164298295974
53,-4.999999999999998,-4.999999999999998,50,None,0.9386337777227163,0.8211512341350317
54,-4.999999999999998,-4.999999999999998,50,None,0.8465255974978209,0.9113834444805979
