episode,hero_reward,villain_reward,steps,winner,hero_avg_prob,villain_avg_prob
1,-7.2,2.8,22,Villain,0.34103886038064957,0.3961492079225453
2,-4.999999999999998,-4.999999999999998,50,None,0.30126975864171984,0.4692596061527729
3,-4.999999999999998,-4.999999999999998,50,None,0.27909303694963455,0.667809652928263
4,-8.500000000000002,1.4999999999999987,35,Villain,0.27111587950161525,0.30605432582753045
5,-5.1,4.9,1,Villain,0.3715228736400604,0.9120709896087646
6,-4.999999999999998,-4.999999999999998,50,None,0.27484257727861405,0.4870709364488721
7,-4.999999999999998,-4.999999999999998,50,None,0.27809969156980513,0.6464186832308769
8,-8.400000000000002,1.5999999999999988,34,Villain,0.3176319888409446,0.8671084375065916
9,-8.200000000000001,1.799999999999999,32,Villain,0.34296301449649036,0.7821476401295513
10,-5.3999999999999995,4.6000000000000005,4,Villain,0.40129413083195686,0.6060490626841784
11,-4.999999999999998,-4.999999999999998,50,None,0.28259692043066026,0.515618961378932
12,-6.3999999999999995,3.6000000000000005,14,Villain,0.2637775348765509,0.9315662554332188
13,-4.999999999999998,-4.999999999999998,50,None,0.2701383139193058,0.8951491826400161
14,-4.999999999999998,-4.999999999999998,50,None,0.2823374804854393,0.5618920870870352
15,-8.200000000000001,1.799999999999999,32,Villain,0.26731313136406243,0.7235973441274837
16,-7.9,2.099999999999999,29,Villain,0.2903501093387604,0.5122355045429592
17,-4.999999999999998,-4.999999999999998,50,None,0.2783010105788708,0.7102923426032066
18,-4.999999999999998,-4.999999999999998,50,None,0.30752701468765736,0.8125678262859583
19,-4.999999999999998,-4.999999999999998,50,None,0.348569176197052,0.8443071014434099
20,-4.999999999999998,-4.999999999999998,50,None,0.29761983633041383,0.6090316498279571
21,-4.999999999999998,-4.999999999999998,50,None,0.27579649180173876,0.4776972690969706
22,-4.999999999999998,-4.999999999999998,50,None,0.34259675785899163,0.7067171778529883
23,-9.899999999999999,0.10000000000000142,49,Villain,0.2844152453602577,0.5319763196974384
24,-7.700000000000001,2.2999999999999994,27,Villain,0.29100198878182304,0.6860380158932121
25,-4.999999999999998,-4.999999999999998,50,None,0.2618651330471039,0.41872275225818156
26,-4.999999999999998,-4.999999999999998,50,None,0.288400299847126,0.616293390467763
27,-4.999999999999998,-4.999999999999998,50,None,0.2869004800915718,0.3982996376603842
28,-6.1,3.9000000000000004,11,Villain,0.31220134686339984,0.8211184834892099
29,-4.999999999999998,-4.999999999999998,50,None,0.293205558359623,0.5339785233512521
30,-4.999999999999998,-4.999999999999998,50,None,0.31015615597367285,0.6984005663171411
31,-4.999999999999998,-4.999999999999998,50,None,0.2859253941476345,0.6248455019295216
32,-4.999999999999998,-4.999999999999998,50,None,0.3510446728020906,0.9498254363983869
33,-5.199999999999999,4.800000000000001,2,Villain,0.3901106268167496,0.9914504289627075
34,-4.999999999999998,-4.999999999999998,50,None,0.30949894338846207,0.8239530985802412
35,-6.3,3.7,13,Villain,0.2537967356351706,0.6672368158514683
36,-4.999999999999998,-4.999999999999998,50,None,0.3863733846694231,0.8975083918496967
37,-4.999999999999998,-4.999999999999998,50,None,0.2704514655470848,0.7854094145447016
38,-4.999999999999998,-4.999999999999998,50,None,0.30887766256928445,0.8866139428969473
39,-7.6000000000000005,2.3999999999999995,26,Villain,0.24866418769726387,0.7376191653311253
40,-4.999999999999998,-4.999999999999998,50,None,0.28358725398778917,0.7623203831166029
41,-4.999999999999998,-4.999999999999998,50,None,0.283515887260437,0.7944764513522387
42,-6.6,3.4000000000000004,16,Villain,0.24778683111071587,0.6132514188066125
43,-4.999999999999998,-4.999999999999998,50,None,0.2989088208973408,0.859859905410558
44,-4.999999999999998,-4.999999999999998,50,None,0.31773741826415064,0.5876361395046115
45,-4.999999999999998,-4.999999999999998,50,None,0.3478921265900135,0.9032452697679401
46,-4.999999999999998,-4.999999999999998,50,None,0.3356531064584851,0.9128221409022808
47,-4.999999999999998,-4.999999999999998,50,None,0.26776751592755316,0.6235359609127045
48,-4.999999999999998,-4.999999999999998,50,None,0.2949675063788891,0.5963259514793754
49,-4.999999999999998,-4.999999999999998,50,None,0.29553681761026385,0.7145536261424422
50,-4.999999999999998,-4.999999999999998,50,None,0.2796897403895855,0.8873267371580005
51,-8.500000000000002,1.4999999999999987,35,Villain,0.3182642949478967,0.6985853895545006
52,-4.999999999999998,-4.999999999999998,50,None,0.29254682451486586,0.6059249836206436
53,-6.3,3.7,13,Villain,0.27334773998994094,0.5335550090441337
54,-4.999999999999998,-4.999999999999998,50,None,0.3067217996716499,0.650839579384774
55,-7.4,2.5999999999999996,24,Villain,0.3018298093229532,0.5338650966684023
56,-4.999999999999998,-4.999999999999998,50,None,0.2935331691801548,0.6675045862793922
57,-4.999999999999998,-4.999999999999998,50,None,0.3061777899414301,0.8053509413450957
58,-4.999999999999998,-4.999999999999998,50,None,0.3453090462088585,0.6118518115207553
59,-5.699999999999999,4.300000000000001,7,Villain,0.33074790026460377,0.8531367576548031
60,-4.999999999999998,-4.999999999999998,50,None,0.4829142168164253,0.9103259170055389
61,-8.400000000000002,1.5999999999999988,34,Villain,0.3105423218187164,0.4571709733675508
62,-4.999999999999998,-4.999999999999998,50,None,0.29234458059072493,0.7281293658167124
63,-4.999999999999998,-4.999999999999998,50,None,0.3025076775252819,0.5030782234668731
64,-6.3999999999999995,3.6000000000000005,14,Villain,0.3467926138213703,0.6139125946377005
65,-4.999999999999998,-4.999999999999998,50,None,0.3268963723629713,0.6373787241429091
66,-7.9,2.099999999999999,29,Villain,0.29029860989800815,0.5188497247110153
67,3.5,-6.5,15,Hero,0.501719951753815,0.9876490314801534
68,4.0,-6.0,10,Hero,0.5742883831262589,0.9920886218547821
69,-4.999999999999998,-4.999999999999998,50,None,0.32616158843040466,0.7461576518416405
70,-4.999999999999998,-4.999999999999998,50,None,0.4326048713177443,0.9675573801994324
71,-4.999999999999998,-4.999999999999998,50,None,0.5111089194566012,0.8905564138293266
72,-4.999999999999998,-4.999999999999998,50,None,0.540350764542818,0.8398487414419651
73,-4.999999999999998,-4.999999999999998,50,None,0.44052513476461175,0.8149905101582408
74,-4.999999999999998,-4.999999999999998,50,None,0.5682176400721073,0.9580223977193236
75,3.2,-6.8,18,Hero,0.640821498275424,0.9943123360474905
76,-4.999999999999998,-4.999999999999998,50,None,0.6575780587270856,0.9920502042770386
77,4.7,-5.3,3,Hero,0.896893044312795,0.9994393587112427
78,-4.999999999999998,-4.999999999999998,50,None,0.6673779103904962,0.9581788915395737
79,-4.999999999999998,-4.999999999999998,50,None,0.8948774231225252,0.9670098877325654
80,-4.999999999999998,-4.999999999999998,50,None,0.6955845521390438,0.9542208421230316
81,-4.999999999999998,-4.999999999999998,50,None,0.9239099350944161,0.9447448843158781
82,-4.999999999999998,-4.999999999999998,50,None,0.8924940145760775,0.9481834319978952
83,-4.999999999999998,-4.999999999999998,50,None,0.9919836235046386,0.9723905009403825
84,-4.999999999999998,-4.999999999999998,50,None,0.9879754066467286,0.9621029524318874
85,4.2,-5.8,8,Hero,0.9970061555504799,0.9993517696857452
86,-4.999999999999998,-4.999999999999998,50,None,0.6805893736705184,0.9064997038245202
87,-4.999999999999998,-4.999999999999998,50,None,0.8260192456096411,0.9207856914401055
88,4.1000000000000005,-5.8999999999999995,9,Hero,0.996678372224172,0.8570182157887353
89,-4.999999999999998,-4.999999999999998,50,None,0.995512079000473,0.9846395277976989
90,-4.999999999999998,-4.999999999999998,50,None,0.7323381346091629,0.9011417965590954
91,-4.999999999999998,-4.999999999999998,50,None,0.9834815645217896,0.9762129306793212
92,-4.999999999999998,-4.999999999999998,50,None,0.909107141084969,0.9569056689366698
93,-4.999999999999998,-4.999999999999998,50,None,0.9447343778982759,0.9101551502197981
94,-4.999999999999998,-4.999999999999998,50,None,0.9188524477183819,0.9260347731411457
95,-4.999999999999998,-4.999999999999998,50,None,0.9925408971309662,0.9884424698352814
96,-4.999999999999998,-4.999999999999998,50,None,0.9414944966509938,0.9806222176551819
97,-4.999999999999998,-4.999999999999998,50,None,0.9973439013957978,0.993722892999649
98,-4.999999999999998,-4.999999999999998,50,None,0.9922980427742004,0.987692688703537
99,-4.999999999999998,-4.999999999999998,50,None,0.8945326334889978,0.9148974748328328
100,-4.999999999999998,-4.999999999999998,50,None,0.7956421858817339,0.8520946690440178
